interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Arthur Squires,Manson,34,40,"After I signed in, June 15, 1942, Manson and I walked across the cinders of the yard there of the Jersey City M.",37,1836,1842,['Manson'],['Manson']
Arthur Squires,Manson,34,40,And this was the kind of man that Manson conceived that he needed.,156,8951,8957,['Manson'],['Manson']
Arthur Squires,Manson,19,25,And I am sure that Manson did some work with Skatchard perhaps as a post-doctoral thing.,177,10143,10149,['Manson'],['Manson']
Arthur Squires,Manson,4,10,But Manson was a brilliant physical chemist and thermo-dynamicist.,178,10216,10222,['Manson'],['Manson']
Arthur Squires,Manson,62,68,"And it has constantly been upgraded by pulling in people like Manson, who was trained as a physical chemist and brought to the profession greater scientific exactitude.",195,11679,11685,['Manson'],['Manson']
Arthur Squires,Manson,4,10,And Manson was hired to do this.,200,12100,12106,['Manson'],['Manson']
Arthur Squires,Manson,39,45,"I do not want to take credit away from Manson because he was certainly 98-99 percent responsible for the crucial decisions, the pressures, the flows, the porosities.",289,18030,18036,['Manson'],['Manson']
Arthur Squires,Green,5,10,Norm Greenberg is the conductor.,216,15692,15697,['Norm Greenberg'],['Norm Greenberg']
Arthur Squires,Per,18,21,": Look, this man [Percival Keith] is an actor.",183,13177,13180,['Percival Keith'],['Percival Keith']
Arthur Squires,Squires,15,22,"My grandfather Squires was one of the first settlers in Wilson County, Kansas and made something of what was a fortune in those days in cattle feeding.",265,19148,19155,['Squires'],['Squires']
Arthur Squires,von,0,3,von Grosse?,240,14846,14849,['von Grosse'],['von Grosse']
Astro Teller,Einstein,41,49,"In the story of the letter that [Albert] Einstein sent to [President Franklin] Roosevelt that started the Manhattan Project, Edward swears that [Leo] Szilard was the writer of the letter, that Einstein was the signer and sender of the letter.",153,15370,15378,"['Albert] Einstein', 'Franklin] Roosevelt', 'Edward', 'Einstein']","['Albert] Einstein', 'Einstein']"
Astro Teller,Teller,6,12,Astro Teller.,4,197,203,['Astro Teller'],['Astro Teller']
Astro Teller,August,40,46,"In fact, not only did his wife, Mici or Augusta, call him that, but everybody—no, I guess myself and my brother didn’t.",180,18114,18120,"['Mici', 'Augusta']",['Augusta']
Astro Teller,August,49,55,"In our household at least, Edward was “Toto” and Augusta, his wife, was “Mici.” To the best of my knowledge, “Mici” doesn’t stand for anything; it’s just a term of endearment.",176,17647,17653,"['Edward', 'Augusta']",['Augusta']
Astro Teller,Edward Teller,94,107,"As a result, for example, his daughter had a really positive experience being the daughter of Edward Teller, and my father had a really poor experience.",114,12000,12013,['Edward Teller'],['Edward Teller']
Astro Teller,Edward Teller,23,36,"My father’s father was Edward Teller, the father of the hydrogen bomb, who helped set up the Lawrence Livermore labs, and who I think we’re going to talk more about today.",22,1909,1922,"['Edward Teller', 'Lawrence Livermore']",['Edward Teller']
Astro Teller,Edward,26,32,"But it is very typical of Edward that the story in Edward’s mind became, “He needed a chauffeur because he just didn’t know anyone who had a car.” I think Edward liked a good story even more than he liked aggrandizing himself.",159,15986,15992,"['Edward', 'Edward', 'Edward']","['Edward', 'Edward', 'Edward']"
Astro Teller,Edward,251,257,"But the Metropolis-Hastings algorithm—which is basically the introduction of the Monte Carlo method in computer science and in simulation, that now is one of the bedrocks of science, basically—was written by four people at Los Alamos, one of whom was Edward.",198,19756,19762,"['Monte Carlo', 'Edward']",['Edward']
Astro Teller,Edward,107,113,"What we discovered is, because he wanted to hold court, Gerard did—or at the very least, he couldn’t stand Edward holding court.",238,23456,23462,"['Gerard', 'Edward']",['Edward']
Astro Teller,Edward,163,169,"I always really appreciated it, that my other grandparents—Gerard would have these sayings that were meant to be jabs at me, and I always felt better playing with Edward as a result.",261,25819,25825,"['Gerard', 'Edward']",['Edward']
Astro Teller,Edward,107,113,"I was like, “Oh, God, I’m so glad I’m not on his team.” Or Gerard would very much enjoy grinning at me and Edward and saying, “In bridge, you make two friends, and only one enemy.” By which he meant, “You get very angry at your partner, but the two idiots who are losing to you”—and we did somewhat often lose to them—“we’re friendly with you.",263,26061,26067,"['Gerard', 'Edward']",['Edward']
Astro Teller,Edward,0,6,Edward was an amazing storyteller.,56,5845,5851,['Edward'],['Edward']
Astro Teller,Edward,57,63,Some of my favorite memories from when I was a child was Edward reading Hans Christian Andersen fairytales.,61,6166,6172,['Edward'],['Edward']
Astro Teller,Edward,89,95,"That was, in a way, incredibly poorly chosen because it was close enough to physics that Edward felt that that was his domain, and that he had absolutely every right to tell my father—his son—that he was an idiot and knew nothing about what he was talking about.",121,12444,12450,['Edward'],['Edward']
Astro Teller,Edward,0,6,"Edward played the piano a lot in private, not just in public, and he played it bombastically, especially as he got older.",131,13724,13730,['Edward'],['Edward']
Astro Teller,Edward,0,6,"Edward claims that his only meaningful role in that—and he’s probably understating the case, but he has always claimed that it was—he was the only one Szilard knew who had a car.",155,15619,15625,['Edward'],['Edward']
Astro Teller,Edward,10,16,I bet you Edward was somewhat more involved than that.,158,15916,15922,['Edward'],['Edward']
Astro Teller,Edward,76,82,"The way it worked is, I’m much more like my father’s father, much more like Edward.",244,24103,24109,['Edward'],['Edward']
Astro Teller,Edward,5,11,Then Edward and I would be a team.,250,24548,24554,['Edward'],['Edward']
Astro Teller,Edward,46,52,It was always totally clear to everybody that Edward and I were the black hats.,256,25149,25155,['Edward'],['Edward']
Astro Teller,Edward,62,68,"I don’t remember it for a fact, but I’m sure that that was an Edward creation.",257,25244,25250,['Edward'],['Edward']
Astro Teller,Edward,28,34,"On a somewhat related note, Edward loved playing chess.",264,26325,26331,['Edward'],['Edward']
Astro Teller,Edward,23,29,"Which I think bothered Edward because he liked beating people at things, and he didn’t get to beat me at chess, which was this missed opportunity for him when I was six or eight.",271,26847,26853,['Edward'],['Edward']
Astro Teller,Edward,83,89,"I remember one Christmas, I was maybe ten years old, and I got out a Go board, and Edward had never seen a Go board before.",274,27178,27184,['Edward'],['Edward']
Astro Teller,Edward,44,50,"I was certainly not at an expert at it, but Edward had never even heard the rules.",276,27318,27324,['Edward'],['Edward']
Astro Teller,Edward,7,13,One of Edward’s other witticisms apropos making loud noises was—his thesis advisor was [Werner] Heisenberg.,138,14237,14243,"['Edward', 'Werner] Heisenberg']",['Edward']
Astro Teller,Eric,15,19,"I have with me Eric, otherwise known as Astro, Teller.",2,90,94,"['Eric', 'Teller']",['Eric']
Astro Teller,Geiger,63,69,"He could’ve given you facts that sounded like they came from a Geiger counter, and you wouldn’t remember them and you wouldn’t care.",100,10201,10207,['Geiger'],['Geiger']
Astro Teller,Gerard,23,29,My mother’s father was Gerard Debreu.,20,1830,1836,['Gerard Debreu'],['Gerard Debreu']
Astro Teller,Gerard,67,73,"And my brother, Zander, is much more like my mother’s father, like Gerard.",245,24177,24183,"['Zander', 'Gerard']",['Gerard']
Astro Teller,Gerard,139,145,"There were a bunch of people in the family who could play bridge, but most of them just didn’t want any part of how he—my mother’s father, Gerard—would treat them if they played bridge, so mostly they avoided it.",237,23276,23282,['Gerard'],['Gerard']
Astro Teller,Gerard,89,95,"Among other things, my brother is much smarter than me and just has a better memory, and Gerard would never have been able to tolerate me forgetting which card was played eight hands ago.",246,24273,24279,['Gerard'],['Gerard']
Astro Teller,Gerard,35,41,"My brother and my mother’s father, Gerard, would be a team.",248,24452,24458,['Gerard'],['Gerard']
Astro Teller,Gerard,0,6,"Gerard would say things like, you know, “A thousand lords cursed and disinherited their heirs for not playing trump.",262,25838,25844,['Gerard'],['Gerard']
Astro Teller,Beth,32,36,"He was sort of chaperoning Hans Bethe and Rose, who was much younger.",163,16449,16453,"['Hans Bethe and', 'Rose']",['Hans Bethe and']
Astro Teller,Beth,139,143,"But even after all of that, he had incredibly fond memories of hiking with a few of them, with [John] Von Neumann, with Szilard, with Hans Bethe.",169,16944,16948,"['John] Von Neumann', 'Hans Bethe']",['Hans Bethe']
Astro Teller,Beth,56,60,"Speaking of cars, he drove across the country with Hans Bethe and his then-girlfriend.",162,16387,16391,['Hans Bethe'],['Hans Bethe']
Astro Teller,Beth,75,79,"He had a complicated relationship, especially later in his life, with Hans Bethe and with several other of his former closest friends, because of what happened with [J.",167,16692,16696,['Hans Bethe'],['Hans Bethe']
Astro Teller,Beth,88,92,"I remember him saying on a number of occasions that the hikes that he went on with Hans Bethe on that trip, a lot of the hikes that he went on in and around Los Alamos, were where he did his best thinking and where he built a lot of his best friendships.",175,17432,17436,['Hans Bethe'],['Hans Bethe']
Astro Teller,Hasting,15,22,"Metropolis and Hastings were the other two people, and the fourth person was my grandmother.",199,19778,19785,"['Metropolis', 'Hastings']",['Hastings']
Astro Teller,Heisenberg,21,31,"He did his PhD under Heisenberg in Germany, but he wasn’t under Heisenberg.",139,14358,14368,"['Heisenberg', 'Heisenberg']","['Heisenberg', 'Heisenberg']"
Astro Teller,Heisenberg,109,119,"It was “Chum, chum, chum, chum, chum, chum.” He swears that the reason that he got his PhD at all is because Heisenberg stormed into the attic one day and said, “What have you done?",145,14964,14974,['Heisenberg'],['Heisenberg']
Astro Teller,Leslie,98,104,I think all of the Manhattan Project scientists were writhing under the constraints that General [Leslie] Groves set for compartmentalization.,318,31773,31779,['Leslie] Groves'],['Leslie] Groves']
Astro Teller,Little,123,129,One of the highlights of my life was—the very first story in Hans Christian Andersen in most compendiums is “Big Klaus and Little Klaus.” It’s the very first one if you pick up the book.,66,6758,6764,['Little Klaus'],['Little Klaus']
Astro Teller,Little,105,111,"I picked up the Hans Christian Andersen that was on the side of the table, and I read him “Big Klaus and Little Klaus.” It was just one of the best moments of my life, actually.",69,7119,7125,['Little Klaus'],['Little Klaus']
Astro Teller,Oliver,3,9,"If Oliver Sacks were alive, he’d help us interpret that.",226,22417,22423,['Oliver Sacks'],['Oliver Sacks']
Astro Teller,Pat,0,3,"Patty French, I think, was the person who was most responsible for causing that book to actually happen.",214,20966,20969,['Patty French'],['Patty French']
Astro Teller,Pat,77,80,"What was incredible was that in this moment where he had no idea who he was, Patty French dropped this—he was lying in bed—this 800-page manuscript, 8 ½ by 11 pieces of paper, on his chest, and said, “This is who you, are according to you.” He read it.",221,21780,21783,['Patty French'],['Patty French']
Astro Teller,Oppenheimer,8,19,Robert] Oppenheimer.,168,16793,16804,['Robert] Oppenheimer'],['Robert] Oppenheimer']
Astro Teller,Brin,114,118,"When I moved from being the co-founder and second in command to running the place in year two, I talked to Sergey Brin, one of the two founders of Google, of Alphabet, and asked him what my title should be.",9,651,655,['Sergey Brin'],['Sergey Brin']
Astro Teller,Szilard,159,166,"Did he talk at all about the atomic bomb, and the question whether it should have been used in the war and whether people should or should not have signed the Szilard petition?",292,28398,28405,['Szilard'],['Szilard']
Astro Teller,Teller,28,34,"Astro, A-s-t-r-o, last name Teller, T-e-l-l-e-r.",6,266,272,['Teller'],['Teller']
Avner Cohen,Lev,14,17,I’m Alexandra Levy.,0,14,17,['Alexandra Levy'],['Alexandra Levy']
Avner Cohen,Amos,89,93,"They were not really interested in—some of them, perhaps the most prominent one of them, Amos de-Shalit, did not even believe that Israel was capable at that time to move seriously into a nuclear project.",295,28516,28520,['Amos de-Shalit'],['Amos de-Shalit']
Avner Cohen,Cohen,30,35,I’m here today with Dr. Avner Cohen.,1,49,54,['Avner Cohen'],['Avner Cohen']
Avner Cohen,Cohen,10,15,I’m Avner Cohen.,3,168,173,['Avner Cohen'],['Avner Cohen']
Avner Cohen,Avner,37,42,"Steve kind of out of the blue said, “Avner, what about us doing something jointly about the philosophical foundations, the moral issues involved in this anti-nuclear movement of the early ‘80s?” I was on a normal track of converting Ph.D. dissertation into a book.",21,1502,1507,"['Steve', 'Avner']",['Avner']
Avner Cohen,Ben,4,7,"For Ben-Gurion, he was inspired by his scientists.",283,27078,27081,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,27,30,It was founded secretly by Ben-Gurion in 1952.,285,27294,27297,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,0,3,"Ben-Gurion thought about it already as early as 1948 when the country was born, and the country was very, very poor.",288,27534,27537,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,295,298,"He’s a dreamer who doesn’t even know science, relevant science good enough to make a judgement.” Even though the inspiration for a nuclear project started very early on, essentially in 1948, ’49, in the mind of the leader, in the mind of his scientific advisor, Bergmann, the chemist—ultimately Ben-Gurion authorized Bergmann in 1952 to create at the Ministry of Defense the Atomic Energy Commission, a way to get knowledge, to send people and all that.",297,29186,29189,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,12,15,"But in 1955—Ben-Gurion left politics and left public life in late ’53 for two years—when he came back in ’55, he is determined to do it the second time in a very serious way.",301,29587,29590,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,12,15,"So in 1955, Ben-Gurion came back to power, and he decides to move it from hope into something concrete.",304,30118,30121,['Ben-Gurion'],['Ben-Gurion']
Avner Cohen,Ben,13,16,"One camp was Ben-Gurion and his lieutenants, people such as Shimon Peres and Moshe Dayan.",248,23192,23195,"['Ben-Gurion', 'Shimon Peres', 'Moshe Dayan']",['Ben-Gurion']
Avner Cohen,Ben,0,3,"Ben-Gurion used to say, and even he wrote it down sometimes, “Just as people such as [Edward] Teller and [J.",280,26576,26579,"['Ben-Gurion', 'Edward] Teller']",['Ben-Gurion']
Avner Cohen,Bergmann,75,83,"The nuclear project has to be weighted, even though the leaders—especially Bergmann, he really wanted to have it early on—but some of the scientists, the younger scientists, younger than him by about 15 years, thought, “He doesn’t know what he’s talking about.",296,28706,28714,['Bergmann'],['Bergmann']
Avner Cohen,Cohen,33,38,"A-v-n-e-r, first name, last name Cohen, C-o-h-e-n.",4,207,212,['Cohen'],['Cohen']
Avner Cohen,Bergmann,74,82,"He was not a physicist, he was a chemist, an organic chemist, David Ernst Bergmann, the first Chairman of the Israeli Atomic Energy Commission.",284,27198,27206,['David Ernst Bergmann'],['David Ernst Bergmann']
Avner Cohen,Ben,72,75,"And yet, within the first decade, by 1950, he thought about it, [David] Ben-Gurion, already in 1948.",206,19619,19622,['David] Ben-Gurion'],['David] Ben-Gurion']
Avner Cohen,Gold,95,99,It was protected or shielded by a deal that started almost fifty years ago in the deal between Golda Meir and President Nixon.,264,25137,25141,"['Golda Meir', 'Nixon']",['Golda Meir']
Avner Cohen,Nix,135,138,"There was also an American angle: the fact that Israel and the United States got a deal under which the United States, under President Nixon in 1969, became Israel enablers, essentially.",187,17072,17075,['Nixon'],['Nixon']
Avner Cohen,Per,150,153,"Ultimately, by looking at the situation, the political situations around the development of nuclear weapons in France, it was from France, it was for Peres, the way that he learned how to manage politically the creation of nuclear weapons without dealing with the friction, the political frictions of the oppositions.",317,32039,32042,['Peres'],['Peres']
Avner Cohen,Oppenheimer,8,19,"Robert] Oppenheimer and others—all Jews, Jewish scientists—were able to bring the nuclear weapons to the United States, so Israeli scientists could do the same.” In the minds of some people in Israel, it was from the very start a heroic scientific project that Jews played a major role, and even saw it as a project that was motivated by and led by Jews.",281,26692,26703,['Robert] Oppenheimer'],['Robert] Oppenheimer']
Avner Cohen,Per,11,14,"But Shimon Peres, who was the third person and perhaps ultimately would become the most instrumental person in the Israeli nuclear program.",308,30824,30827,['Shimon Peres'],['Shimon Peres']
Avner Cohen,Steve,45,50,"He was then—he still is—a philosopher, named Steven Lee.",18,1355,1360,['Steven Lee'],['Steven Lee']
Avner Cohen,Steve,30,35,"When I said yes to my friend, Steven Lee, when he asked me to do that, I really changed my life.",38,3413,3418,['Steven Lee'],['Steven Lee']
Avner Cohen,Steve,0,5,Steven has a lot of interest in the nuclear age.,19,1366,1371,['Steven'],['Steven']
Avner Cohen,Rabi,196,200,"The others were other people who believed in conventional security and doctrine, people such as various commanders of the IDF [Israel Defense Forces], Yigal Allon and [Yisrael] Galili and Yitzhak Rabin and others.",249,23464,23468,"['Yigal Allon', 'Yisrael] Galili', 'Yitzhak Rabin']",['Yitzhak Rabin']
Baldwin Sawyer,Baldwin,52,59,"I am in Cleveland Heights, Ohio, and with me is Dr. Baldwin Sawyer.",1,136,143,['Baldwin Sawyer'],['Baldwin Sawyer']
Baldwin Sawyer,Baldwin,0,7,"Baldwin Sawyer, B-a-l-d-w-i-n S-a-w-y-e-r.",3,209,216,['Baldwin Sawyer'],['Baldwin Sawyer']
Baldwin Sawyer,Ben,43,46,"He hired a Swedish chemist, whose name was Bengt Kjellgren, and they worked on beryllium, extracting beryllium from its ore, which is beryl.",44,3390,3393,['Bengt Kjellgren'],['Bengt Kjellgren']
Baldwin Sawyer,Ben,62,65,"As he worked, and he learned more and more, he partnered with Bengt Kjellgren for the chemical separations that were needed.",298,21919,21922,['Bengt Kjellgren'],['Bengt Kjellgren']
Baldwin Sawyer,Car,65,68,"Well, this psychologist, whom I never met, referred my mother to Carl Jung in Zurich, and thereupon, Mother moved and spent most of the rest of her life working with Carl Jung.",20,1569,1572,"['Carl Jung', 'Mother', 'Carl Jung']","['Carl Jung', 'Carl Jung']"
Baldwin Sawyer,Car,56,59,"He was the grandest wise old man I ever met in my life, Carl Jung.",22,1805,1808,['Carl Jung'],['Carl Jung']
Baldwin Sawyer,Car,57,60,"My father was Dr. Charles Baldwin Sawyer, and my mother, Carolyn Fisher.",38,2849,2852,"['Charles Baldwin Sawyer', 'Carolyn Fisher']",['Carolyn Fisher']
Baldwin Sawyer,Kelly,10,15,"I’m Cindy Kelly, Atomic Heritage Foundation, and it is Wednesday, August 24th, 2016.",0,10,15,['Cindy Kelly'],['Cindy Kelly']
Baldwin Sawyer,Fermi,59,64,"When we spoke on the phone, you said you remembered Enrico Fermi.",270,20327,20332,['Enrico Fermi'],['Enrico Fermi']
Baldwin Sawyer,Frank Foote,13,24,His name was Frank Foote.,116,8436,8447,['Frank Foote'],['Frank Foote']
Baldwin Sawyer,Frank Foote,66,77,"He said, “There’s somebody here that you ought to meet.” So I met Frank Foote, and right away I had a job on the Manhattan Project.",117,8514,8525,['Frank Foote'],['Frank Foote']
Baldwin Sawyer,Roosevelt,48,57,I knew it was just about the time that Franklin Roosevelt died and Harry Truman had to take over.,341,24695,24704,"['Franklin Roosevelt', 'Harry Truman']",['Franklin Roosevelt']
Baldwin Sawyer,Fred,37,41,"I remember an advisor that I had was Frederick Seitz, who soon was head of the American Physical Society.",71,5118,5122,['Frederick Seitz'],['Frederick Seitz']
Baldwin Sawyer,Fred,14,18,"By that time, Frederick Seitz had become head of the physics department at Carnegie Tech, so I promptly applied to Carnegie Tech and ended up qualifying for my doctor’s degree.",75,5629,5633,['Frederick Seitz'],['Frederick Seitz']
Baldwin Sawyer,Geo,105,108,It was almost like I was a surveyor coming into a new territory—the one I know who actually did that was George Washington.,414,31249,31252,['George Washington'],['George Washington']
Baldwin Sawyer,Jackie,49,55,"Across the hall, there was a girl whose name was Jackie Zilbach.",241,18200,18206,['Jackie Zilbach'],['Jackie Zilbach']
Baldwin Sawyer,Jackie,76,82,"I’m not trying to organize or disorganize, just I’m not participating.” But Jackie was there.",245,18573,18579,['Jackie'],['Jackie']
Baldwin Sawyer,Jackie,27,33,"There wasn’t anything, and Jackie was asleep, so I would try to empty the—but, with the radiator dripping so much, it was terribly cold, and I was in just my pajamas trying to get some peace from the drips.",253,19143,19149,['Jackie'],['Jackie']
Baldwin Sawyer,Jackie,24,30,Sometimes I had to wake Jackie up.,254,19346,19352,['Jackie'],['Jackie']
Baldwin Sawyer,Jackie,21,27,"Across the hall from Jackie, that means one floor up, there was a man.",258,19575,19581,['Jackie'],['Jackie']
Baldwin Sawyer,Jackie,0,6,Jackie always called him “the man with the guns.” He had a whole collection of guns in his room.,259,19624,19630,['Jackie'],['Jackie']
Baldwin Sawyer,Jackie,0,6,"Jackie couldn’t fail to miss that, and I guess several of us wondered.",260,19720,19726,['Jackie'],['Jackie']
Baldwin Sawyer,John Chipman,141,153,"Then at one point, my dad sort of interfered a little and he said, “Here, come on with me, I want you to meet somebody.” It turned out to be John Chipman,who had been his thesis advisor at MIT.",114,8228,8240,['John Chipman'],['John Chipman']
Baldwin Sawyer,John Chipman,0,12,"John Chipman learned about what I’d been studying a little and what I was doing, and then he called up somebody who later become my first boss.",115,8280,8292,['John Chipman'],['John Chipman']
Baldwin Sawyer,Leo Szilard,0,11,"Leo Szilard, was he part of this?",288,21265,21276,['Leo Szilard'],['Leo Szilard']
Baldwin Sawyer,Leon,18,22,Did you ever meet Leona Woods Marshall who worked with Fermi?,306,22461,22465,"['Leona Woods', 'Marshall']",['Leona Woods']
Baldwin Sawyer,Pat,20,23,"Once I lived in Mr. Patowski’s house, and he was a rather—I don’t know if you read some of my stuff—he was a rather strange landlord.",219,16116,16119,['Patowski'],['Patowski']
Baldwin Sawyer,Pat,4,7,"Mr. Patowski, I think, was of Russian descent, anyhow, Eastern Europe descent.",228,16864,16867,['Patowski'],['Patowski']
Baldwin Sawyer,Pat,18,21,"The next day, Mr. Patowski said to me, “What is that?” I said, “Well, that’s the wine bottle.” He said, “That wine, that is too sour.” [Laughter] He didn’t know how I could stand that wine.",238,17919,17922,['Patowski'],['Patowski']
Baldwin Sawyer,Pegg,46,50,"My mother had two children: me and my sister, Peggy.",16,1129,1133,['Peggy'],['Peggy']
Baldwin Sawyer,Pegg,19,23,"At some time after Peggy was born, she traveled, left my father, took both her children to New Haven, where her parents were living in Irving Fisher’s house.",17,1154,1158,['Peggy'],['Peggy']
Baldwin Sawyer,Pegg,24,28,"Certainly, it was after Peggy was born, so I was either late five years old or early six years old.",23,1839,1843,['Peggy'],['Peggy']
Baldwin Sawyer,Kelsey,20,26,"One of them was Ray Kelsey, who lives in – I guess he’s not living anymore – so lived in Cleveland Heights.",372,27806,27812,['Ray Kelsey'],['Ray Kelsey']
Baldwin Sawyer,Roosevelt,52,61,"There were advisors who had been advising President Roosevelt about developments in the project, and they were almost ready to have a bomb ready to use.",342,24796,24805,['Roosevelt'],['Roosevelt']
Baldwin Sawyer,Roosevelt,4,13,But Roosevelt died and Truman was given the advice that had been given to Roosevelt.,343,24900,24909,"['Roosevelt', 'Truman']",['Roosevelt']
Baldwin Sawyer,Szilard,5,12,"Yes, Szilard was part of it and he had more of an accent.",289,21303,21310,['Szilard'],['Szilard']
Baldwin Sawyer,Rall,5,9,"Will Rall and I shared one bank account, and we saved money by writing—both of us wrote checks against that account.",223,16453,16457,['Will Rall'],['Will Rall']
Baldwin Sawyer,Will,69,73,"We never had any problem keeping that line in the middle of what was Will’s, what was mine, no problem.",224,16633,16637,['Will'],['Will']
Ben Diven,Beck,56,60,"It was normal to—well, at least for single people, like Becky [Diven] and me.",165,19592,19596,['Becky'],['Becky']
Ben Diven,Ben Diven,4,13,I’m Ben Diven.,1,14,23,['Ben Diven'],['Ben Diven']
Ben Diven,Bob,136,139,"But as soon as most of the original staff got here, which was—I don’t remember when, but probably sometime in April—but Oppenheimer had Bob Serber give what he called a series of lectures that was—ended up being written out and was called “The Primer.” This was a primer on how to build a bomb.",154,18040,18043,['Bob Serber'],['Bob Serber']
Ben Diven,Bruno Rossi,158,169,"The experts who knew how to do things about purchasing and shipping and receiving, and so on had arrived, and Oppenheimer assigned me to a group in charge of Bruno Rossi, who was an eminent Italian physicist.",60,7059,7070,['Bruno Rossi'],['Bruno Rossi']
Ben Diven,Emil,6,10,"Until Emilio Segrè, another Italian physicist, discovered a property of the plutonium that was going to be shipped to us that made it impossible to use that in a gun-type weapon because you could not shoot a projectile fast enough to assemble it rapidly enough.",77,9617,9621,['Emilio Segrè'],['Emilio Segrè']
Ben Diven,Ernest,45,51,"You obviously, in starting at Berkeley, knew Ernest Lawrence.",97,11989,11995,['Ernest Lawrence'],['Ernest Lawrence']
Ben Diven,Ernest,18,24,"No, I didn’t know Ernest Lawrence.",98,12023,12029,['Ernest Lawrence'],['Ernest Lawrence']
Ben Diven,Ernest,0,6,Ernest Lawrence was not a person that people knew.,102,12217,12223,['Ernest Lawrence'],['Ernest Lawrence']
Ben Diven,Brad,23,27,Joe Stevenson and Hugh Bradner went looking for housing.,23,2523,2527,"['Joe Stevenson', 'Hugh Bradner']",['Hugh Bradner']
Ben Diven,Brad,96,100,"So he sent—there were four of us, Joe Stevenson, who was a Santa Fe lad and knew the area; Hugh Bradner, who had just got his PhD in physics; John Williams, who was a well-known professor of physics at University of Minnesota; and I, the lowest of the low, a mere graduate student, came along.",20,2236,2240,"['Joe Stevenson', 'Hugh Bradner', 'John Williams']",['Hugh Bradner']
Ben Diven,William,22,29,"In the meantime, John Williams and I came up to Los Alamos every day.",29,3086,3093,['John Williams'],['John Williams']
Ben Diven,William,62,69,"So we would talk to them, get what information we could, John Williams might try to hire a few of them away to work for the lab after their jobs were finished, but every evening we went to Santa Fe, where we were living in a hotel, and called Oppenheimer, who was still at Berkeley, and told him what the situation was.",32,3476,3483,['John Williams'],['John Williams']
Ben Diven,Neumann,154,161,"I’ve also heard that the colloquial gatherings that he had were very important—that people would contribute even if they weren’t involved like Johnny von Neumann, who supposedly contributed to the idea of the implosion device, and so forth.",124,14943,14950,['Johnny von Neumann'],['Johnny von Neumann']
Ben Diven,Teller,80,86,It was the building to handle liquid deuterium to build a hydrogen bomb because Teller insisted that it had to be ready to build one.,44,4973,4979,['Teller'],['Teller']
Ben Diven,Van,11,14,"There were Van de Graaff accelerators from Wisconsin, Cockcroft-Walton Accelerators from University of Illinois.",51,6135,6138,['Van de Graaff'],['Van de Graaff']
Benjamin Bederson,Albert,13,19,"Roosevelt by Albert Einstein suggesting to start the Manhattan Project, and what was going on at Oak Ridge and Los Alamos, and why we were doing it.",469,27316,27322,"['Roosevelt', 'Albert Einstein']",['Albert Einstein']
Benjamin Bederson,Art,20,23,The two of them had Arthur Rank movies that they used to watch.,236,17795,17798,['Arthur Rank'],['Arthur Rank']
Benjamin Bederson,Bederson,23,31,Sometimes it’s called “Bederson.” I say Bederson.,3,78,86,"['Bederson', 'Bederson']","['Bederson', 'Bederson']"
Benjamin Bederson,Bederson,64,72,"At that point, my Commanding Officer called me in and he said, “Bederson.” I remember his words exactly.",386,21153,21161,['Bederson'],['Bederson']
Benjamin Bederson,Bederson,27,35,"Benjamin, B-E-N-J-A-M-I-N, Bederson, B like Boy, E-D like David, E-R-S-O-N.",5,253,261,"['Bederson', 'Boy', 'David']",['Bederson']
Benjamin Bederson,Ben,0,3,"Ben, we were just chatting about your background and your parents, who came from Russia.",7,310,313,['Ben'],['Ben']
Benjamin Bederson,Ben,15,18,I have with me Benjamin Bederson.,2,124,127,['Benjamin Bederson'],['Benjamin Bederson']
Benjamin Bederson,Ben,5,8,I am Benjamin Bederson.,4,208,211,['Benjamin Bederson'],['Benjamin Bederson']
Benjamin Bederson,Ben,4,7,I’m Benjamin Bederson.,0,4,7,['Benjamin Bederson'],['Benjamin Bederson']
Benjamin Bederson,Bill,30,34,It was so bad that eventually Bill Spindel and I got permission to move out.,401,30354,30358,['Bill Spindel'],['Bill Spindel']
Benjamin Bederson,Black,0,5,Blackett.,186,14642,14647,['Blackett'],['Blackett']
Benjamin Bederson,Chadwick,40,48,"Moon was a student of Rutherford’s, not Chadwick.",191,14759,14767,"['Moon', 'Chadwick']",['Chadwick']
Benjamin Bederson,Kelly,17,22,My name is Cindy Kelly from the Atomic Heritage Foundation.,0,17,22,['Cindy Kelly'],['Cindy Kelly']
Benjamin Bederson,Wie,39,42,"Comrade Weiner we used to say, Comrade Wiener.",115,6969,6972,['Comrade Wiener'],['Comrade Wiener']
Benjamin Bederson,Green,58,63,It turned out later that one of them happened to be David Greenglass.,128,10636,10641,['David Greenglass'],['David Greenglass']
Benjamin Bederson,Green,51,56,One of the things you noted in your memoirs— David Greenglass was very political and we used—he was in the bed next to us.,394,29805,29810,['David Greenglass'],['David Greenglass']
Benjamin Bederson,Davis,13,18,"Anyway, Dick Davisson, unfortunately also passed away.",156,12570,12575,['Dick Davisson'],['Dick Davisson']
